Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
5206,FIFA Soccer 12,PC,2011,Sep,27,undefined,EA Sports  ,EA Canada  ,9.1,,0.04,0.33,,0.09,0.46
5207,Classic NES Series: Pac-Man,GBA,2004,Jun,02,undefined,Nintendo  ,Nintendo  ,5.7,,0.25,0.09,0.12,0.01,0.46
5208,Imagine: Figure Skater (US sales),DS,2008,Mar,04,undefined,Ubisoft  ,Spike Co.  ,,,0.46,0.01,,,0.46
5209,Destroy All Humans!,XB,2005,Jun,21,undefined,THQ  ,Pandemic Studios  ,,,0.34,0.11,,0.02,0.46
5210,Dragon Ball Z: Collectible Card Game,GBA,2002,May,29,undefined,Infogrames  ,Magellan Interactive  ,6.0,,0.33,0.12,,0.01,0.46
5211,Circus Atari,2600,2078,Jan,01,undefined,Atari  ,Atari  ,,,0.43,0.03,,0.0,0.46
5212,Dissidia Final Fantasy NT,PS4,2018,Jan,30,undefined,Square Enix  ,Square Enix  ,,,0.19,0.06,0.16,0.05,0.46
5213,WWE 2K16,X360,2015,Oct,27,undefined,Take-Two Interactive  ,Yuke's  ,,,0.29,0.13,,0.04,0.46
5214,Disney Infinity 3.0,XOne,2015,Aug,30,undefined,Disney Interactive Studios  ,Avalanche Software  ,,,0.3,0.12,,0.04,0.46
5215,Razor Freestyle Scooter,PS,2000,Dec,11,undefined,Crave Entertainment  ,Shaba Games  ,,,0.26,0.17,,0.03,0.46
5216,Brothers In Arms: D-Day,PSP,2006,Dec,05,undefined,Ubisoft  ,Gearbox Software  ,6.8,,0.23,0.14,,0.09,0.46
5217,Disney's Kim Possible 3: Team Possible,GBA,2005,Aug,21,undefined,Disney Interactive Studios  ,Artificial Mind and Movement  ,9.0,,0.33,0.12,,0.01,0.46
5218,Rygar: The Legendary Adventure,PS2,2002,Nov,25,undefined,Tecmo  ,Tecmo  ,,,0.2,0.15,0.06,0.05,0.46
5219,Super Batter Up,SNES,1992,Oct,01,undefined,Namco  ,Namco  ,,,,,0.46,,0.46
5220,Kessen II,PS2,2001,Sep,26,undefined,KOEI  ,Koei  ,,,0.13,0.1,0.2,0.03,0.46
5221,Tomb Raider: Legend,PSP,2006,Jun,21,undefined,Eidos Interactive  ,Buzz Monkey  ,7.2,,0.09,0.25,,0.12,0.46
5222,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Jul,30,undefined,Bandai  ,Bandai  ,,,,,0.46,0.0,0.46
5223,Stuart Little 2,GBA,2002,Jul,12,undefined,Activision  ,Creations  ,,,0.33,0.12,,0.01,0.46
5224,Red Faction: Armageddon,PS3,2011,Jun,07,undefined,THQ  ,Volition Inc.  ,7.0,,0.2,0.15,0.03,0.07,0.46
5225,Nickelodeon Team Umizoomi,DS,2011,Nov,01,undefined,2K Play  ,Black Lantern Studios  ,,,0.42,,,0.04,0.46
5226,Tak 2: The Staff of Dreams,GBA,2004,Oct,11,undefined,THQ  ,Avalanche Software  ,,,0.33,0.12,,0.01,0.46
5227,Battlefield: Hardline,PS3,2015,Mar,17,undefined,Electronic Arts  ,EA DICE  ,,,0.15,0.17,0.08,0.06,0.46
5228,SingStar Amped,PS2,2007,Sep,18,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.23,0.18,,0.06,0.46
5229,Tales of Vesperia,PS3,2009,Sep,17,undefined,Namco Bandai  ,Namco Tales Studio  ,8.0,,,,0.46,,0.46
5230,Brothers In Arms: Earned In Blood,PS2,2005,Oct,28,undefined,Ubisoft  ,Unknown  ,,,0.38,0.01,,0.06,0.46
5231,Need for Speed: Hot Pursuit,Wii,2010,Nov,16,undefined,Electronic Arts  ,Exient Entertainment  ,5.0,,0.17,0.24,0.0,0.05,0.46
5232,Mario Sports Superstars,3DS,2017,Mar,24,undefined,Nintendo  ,Namco Bandai Games  ,6.0,,0.18,0.12,0.13,0.03,0.46
5233,Dragon Ball Z: Sagas,PS2,2005,Mar,22,undefined,Atari  ,Avalanche Software  ,,,0.38,0.01,,0.06,0.46
5234,Scooby-Doo,GBA,2001,Nov,15,undefined,THQ  ,Helixe  ,,,0.33,0.12,,0.01,0.46
5235,Hydro Thunder,PS,2000,Feb,29,undefined,Midway Games  ,Blue Shift  ,,,0.26,0.17,,0.03,0.46
5236,Crayola: Treasure Adventures,DS,2007,Oct,01,undefined,Crave Entertainment  ,Crave Entertainment  ,,,0.42,0.01,,0.03,0.46
5237,The Princess and the Frog,Wii,2009,Nov,17,undefined,Disney Interactive Studios  ,Griptonite Games  ,,,0.29,0.13,,0.04,0.46
5238,NHL FaceOff '97,PS,1996,Oct,31,undefined,Sony Computer Entertainment  ,Killer Game  ,,,0.26,0.17,,0.03,0.46
5239,The Legend of Spyro: Dawn of the Dragon,DS,2008,Oct,21,undefined,Vivendi Games  ,Tantalus  ,,,0.26,0.15,,0.05,0.46
5240,WWE SmackDown vs. Raw 2011,Wii,2010,Oct,26,undefined,THQ  ,JAKKS Pacific  ,,,0.29,0.13,,0.04,0.46
5241,Brothers In Arms: Road to Hill 30,PS2,2005,Mar,15,undefined,Ubisoft  ,Gearbox Software  ,,,0.38,0.01,,0.06,0.46
5242,Minecraft: Story Mode - The Complete Adventure,NS,2017,Aug,22,undefined,Telltale Games  ,Telltale Games  ,,,0.27,0.15,,0.04,0.46
5243,State of Decay 2,XOne,2018,May,22,undefined,Microsoft Studios  ,Undead Labs  ,7.0,,0.27,0.14,,0.04,0.46
5244,Gremlins,2600,1984,Jan,01,undefined,Atari  ,Atari  ,,,0.43,0.03,,0.0,0.46
5245,The Mark of Kri,PS2,2002,Jul,29,undefined,Sony Computer Entertainment  ,SCE San Diego Studio  ,,,0.22,0.18,,0.06,0.46
5246,LEGO DC Super-Villains,PS4,2018,Oct,16,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.22,0.17,,0.08,0.46
5247,Jampack Winter 2003 (RP-M),PS2,2003,Oct,15,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.22,0.18,,0.06,0.46
5248,Mega Man Star Force 3: Black Ace / Red Joker,DS,2009,Jun,30,undefined,Capcom  ,Capcom  ,5.7,,0.22,,0.22,0.02,0.46
5249,Rugrats: Castle Capers,GBA,2001,Sep,24,undefined,THQ  ,Software Creations  ,,,0.33,0.12,,0.01,0.46
5250,Crash Nitro Kart,GBA,2003,Nov,11,undefined,Vivendi Games  ,Vicarious Visions  ,7.7,,0.33,0.12,,0.01,0.46
5251,Mass Effect Trilogy,PS3,2012,Dec,04,undefined,Electronic Arts  ,BioWare  ,,,0.37,,,0.09,0.46
5252,Wolfenstein: The New Order,PS3,2014,May,20,undefined,Bethesda Softworks  ,MachineGames  ,,,0.14,0.22,0.02,0.07,0.46
5253,Boom Blox Bash Party,Wii,2009,May,19,undefined,Electronic Arts  ,EA Los Angeles  ,8.8,,0.33,0.09,,0.04,0.46
5254,Jak and Daxter: The Lost Frontier,PS2,2009,Nov,03,undefined,Sony Computer Entertainment  ,High Impact Games  ,7.5,,0.22,0.17,,0.06,0.46
5255,Momotarou Dentetsu 11,PS2,2002,Dec,05,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.46,,0.46
5256,MX vs. ATV Untamed,PS3,2007,Dec,17,undefined,THQ  ,Rainbow Studios  ,,,0.35,0.06,,0.05,0.46
5257,Mirror,PC,N/A,N/A,N/A,undefined,Unknown  ,KAGAMI WORKs  ,,,,,,,
5258,Aliens: Colonial Marines,PC,2013,Feb,12,undefined,Sega  ,Gearbox Software  ,,,0.1,0.07,,0.02,0.18
5259,Hyrule Warriors: Definitive Edition,NS,2018,May,18,undefined,Nintendo  ,Omega Force  ,8.0,,0.21,0.15,0.07,0.03,0.46
5260,Star Wars: Demolition,PS,2000,Nov,12,undefined,LucasArts  ,"Luxoflux, Inc.  ",,,0.25,0.17,,0.03,0.46
5261,Bloody Roar II,PS,1999,Apr,30,undefined,Sony Computer Entertainment  ,Eighting / Raizing  ,8.2,,0.25,0.17,,0.03,0.46
5262,Delta Force: Black Hawk Down,PS2,2005,Jul,26,undefined,NovaLogic  ,Rebellion Developments  ,,,0.22,0.17,,0.06,0.46
5263,Space Invaders,SNES,1997,Nov,01,undefined,Nintendo  ,Taito Corporation  ,,,,,0.46,0.0,0.46
5264,.hack//Outbreak Part 3,PS2,2003,Sep,09,undefined,Bandai  ,CyberConnect2  ,7.1,,0.14,0.11,0.17,0.04,0.46
5265,Mother 1+2,GBA,2003,Jun,20,undefined,Nintendo  ,Ape Studios / HAL Laboratory / Brownie Brown  ,,,,,0.45,0.01,0.46
5266,Top Spin,XB,2003,Oct,28,undefined,Microsoft Game Studios  ,Pam Development  ,,,0.36,0.08,,0.02,0.46
5267,The Golden Compass,X360,2007,Dec,04,undefined,Sega  ,Shiny Entertainment  ,4.4,,0.3,0.12,,0.04,0.46
5268,Dora the Explorer: Dora Saves the Snow Princess,DS,2008,Nov,05,undefined,2K Play  ,Black Lantern Studios  ,,,0.26,0.16,,0.04,0.46
5269,Country Dance 2,Wii,2011,Nov,01,undefined,GameMill  ,High Voltage Software  ,,,0.43,,,0.03,0.46
5270,Warhawk,PS,1995,Nov,10,undefined,Sony Computer Entertainment  ,SingleTrac  ,,,0.25,0.17,,0.03,0.46
5271,ATV Offroad Fury Pro,PSP,2006,Oct,26,undefined,Sony Computer Entertainment  ,Climax Group  ,7.6,,0.37,0.04,,0.04,0.46
5272,LEGO The Hobbit,X360,2014,Apr,08,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.2,0.22,,0.04,0.46
5273,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Mar,04,undefined,THQ  ,Climax Group / ImaginEngine  ,,,0.33,0.12,,0.01,0.45
5274,Billiards,PS,2001,May,14,undefined,Agetec  ,argent  ,,,,,0.45,,0.45
5275,Missile Command,PS,1999,Nov,30,undefined,Hasbro Interactive  ,Meyer/Glass Interactive  ,,,0.25,0.17,,0.03,0.45
5276,Harvest Moon DS (US sales),DS,2006,Sep,12,undefined,Natsume  ,TOSE  ,,,0.4,0.05,,,0.45
5277,Tomb Raider: Underworld,Wii,2008,Nov,18,undefined,Eidos Interactive  ,Crystal Dynamics  ,6.3,,0.13,0.27,,0.05,0.45
5278,Victor Vran ARPG,PC,2015,Jul,01,undefined,EuroVideo Medien  ,Haemimont Games  ,,,,,,,
5279,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Feb,29,undefined,Konami  ,Diamond Head  ,,,,,0.45,,0.45
5280,We Sing Encore,Wii,2010,Aug,20,undefined,Nordic Games  ,Le Cortex  ,,,,0.4,,0.05,0.45
5281,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Oct,01,undefined,Namco Bandai Games  ,CyberConnect2  ,,,0.16,0.15,0.09,0.06,0.45
5282,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Jul,14,undefined,Konami  ,PawaPuro Production  ,,,,,0.45,,0.45
5283,Enter the Matrix,GC,2003,May,14,undefined,Atari  ,Shiny Entertainment  ,6.5,,0.34,0.09,0.02,0.01,0.45
5284,Dead or Alive: Dimensions,3DS,2011,May,24,undefined,Tecmo Koei  ,Team Ninja  ,7.8,,0.13,0.22,0.07,0.03,0.45
5285,God Eater 2,PSV,2013,Nov,14,undefined,Namco Bandai Games  ,Shift  ,,,,,0.45,,0.45
5286,Scooby-Doo! and the Spooky Swamp,Wii,2010,Sep,14,undefined,Warner Bros. Interactive  ,Torus Games  ,7.6,,0.29,0.13,,0.04,0.45
5287,NASCAR 2005: Chase for the Cup,XB,2004,Aug,31,undefined,EA Sports  ,EA Tiburon  ,,,0.34,0.1,,0.02,0.45
5288,Skylanders: SuperChargers,PS4,2015,Sep,20,undefined,Activision  ,Vicarious Visions  ,,,0.29,0.09,,0.08,0.45
5289,J-League Excite Stage '95,SNES,1995,Apr,28,undefined,Epoch  ,A-Max  ,,,,,0.45,,0.45
5290,Bleach: The Blade of Fate,DS,2007,Oct,09,undefined,Sega  ,"Treasure Co., Ltd.  ",8.2,,0.29,0.01,0.12,0.03,0.45
5291,Teleglitch,PC,2013,Jul,24,undefined,Paradox Interactive   ,Unknown  ,,,,,,,
5292,Band Hero,DS,2009,Nov,03,undefined,Activision  ,Vicarious Visions  ,6.3,,0.22,0.19,,0.05,0.45
5293,Vin Diesel: Wheelman,X360,2009,Mar,24,undefined,Ubisoft  ,Tigon  ,6.7,,0.24,0.17,,0.04,0.45
5294,Phantasy Star Online Episode I & II,GC,2002,Oct,29,undefined,Sega  ,Sonic Team  ,8.2,,0.23,0.06,0.16,0.01,0.45
5295,The Powerpuff Girls: Relish Rampage,PS2,2002,Nov,24,undefined,BAM! Entertainment  ,VIS Entertainment  ,3.8,,0.22,0.17,,0.06,0.45
5296,Attack on Titan: The Last Wings of Mankind,3DS,2013,Dec,05,undefined,Spike Chunsoft  ,Spike Chunsoft  ,,,,,0.45,,0.45
5297,iCarly,Wii,2009,Oct,27,undefined,Activision  ,Blitz Games  ,,,0.42,0.0,,0.03,0.45
5298,American Girl: Kit Mystery Challenge!,DS,2008,Jun,23,undefined,THQ  ,"Webfoot Technologies, Inc.  ",,,0.42,,,0.03,0.45
5299,The Chronicles of Riddick: Escape From Butcher Bay,XB,2004,Jun,01,undefined,VU Games  ,Starbreeze Studios/Tigon Studios  ,,,0.32,0.11,,0.02,0.45
5300,Turmoil,PC,N/A,N/A,N/A,undefined,Unknown  ,Gamious  ,,,,,,,
5301,NFL Head Coach,PS2,2006,Jun,20,undefined,EA Sports  ,EA Tiburon  ,,,0.38,0.01,,0.06,0.45
5302,Burnout Dominator,PSP,2007,Mar,06,undefined,Electronic Arts  ,Criterion Games  ,7.8,,0.02,0.38,0.01,0.05,0.45
5303,Despicable Me: The Game - Minion Mayhem,DS,2010,Jul,06,undefined,D3 Publisher  ,WayForward Technologies  ,,,0.37,0.05,,0.03,0.45
5304,Magic: The Gathering - Duels of the Planeswalkers 2013,PC,N/A,N/A,N/A,undefined,Unknown  ,Stainless Games  ,,,,,,,
5305,The Sims 3: Ambitions,PC,2010,Jun,01,undefined,Electronic Arts  ,EA Redwood Shores  ,7.9,,,0.29,,0.16,0.45
5306,Ghostbusters,2600,1985,May,10,undefined,Activision  ,Atari  ,,,0.42,0.03,,0.0,0.45
5307,NHL 15,X360,2014,Sep,09,undefined,EA Sports  ,EA Canada  ,,,0.35,0.05,,0.05,0.45
5308,NCAA Gamebreaker 99,PS,1998,Oct,31,undefined,989 Studios  ,989 Sports  ,,,0.25,0.17,,0.03,0.45
5309,Area 51,PS2,2005,Apr,25,undefined,Midway Games  ,Midway Studios Austin  ,7.7,,0.22,0.17,,0.06,0.45
5310,Barbie as The Island Princess,Wii,2007,Oct,30,undefined,Activision  ,Human Soft / Ivolgamus  ,,,0.42,0.0,,0.03,0.45
5311,World Stadium 2,PS,1998,Apr,29,undefined,Namco  ,Namco  ,,,,,0.42,0.03,0.45
5312,Enemy Territory: Quake Wars,X360,2008,May,27,undefined,Activision  ,Nerve Software  ,6.7,,0.3,0.11,,0.04,0.45
5313,The New York Times Crosswords,DS,2007,May,29,undefined,Majesco  ,BudCat Creations  ,,,0.42,0.0,,0.03,0.45
5314,NHL 2005,PS2,2004,Sep,20,undefined,EA Sports  ,EA Canada  ,,,0.22,0.17,,0.06,0.45
5315,Dynasty Warriors: Strikeforce,PSP,2009,Apr,28,undefined,Tecmo Koei  ,Omega Force  ,6.4,,0.03,0.02,0.38,0.02,0.45
5316,Karaoke Revolution Presents American Idol Encore,Wii,2008,Feb,05,undefined,Konami  ,Blitz Games  ,,,0.42,,,0.03,0.45
5317,Brain Challenge,DS,2008,Jan,08,undefined,Ubisoft  ,Gameloft  ,,,0.41,0.01,,0.03,0.45
5318,Star Wars Jedi Knight: Jedi Academy,XB,2003,Nov,19,undefined,LucasArts  ,Vicarious Visions  ,,,0.34,0.1,,0.02,0.45
5319,Major League Baseball 2K11,X360,2011,Mar,08,undefined,2K Sports  ,Visual Concepts  ,,,0.4,0.03,,0.03,0.45
5320,Phoenix,2600,1982,Jan,01,undefined,Atari  ,Centuri  ,,,0.42,0.02,,0.0,0.45
5321,CastleMiner Z,PC,N/A,N/A,N/A,undefined,Unknown  ,Digital DNA Games  ,,,,,,,
5322,Cities in Motion 2,PC,N/A,N/A,N/A,undefined,Unknown  ,Colossal Order  ,,,,,,,
5323,Lego Batman 3: Beyond Gotham,WiiU,2014,Nov,11,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,7.4,,0.21,0.21,,0.04,0.45
5324,Command & Conquer: Red Alert 3,X360,2008,Nov,11,undefined,Bethesda Softworks  ,EA Los Angeles  ,7.4,,0.18,0.23,,0.05,0.45
5325,F.E.A.R. 3,PS3,2011,Jun,21,undefined,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,,0.21,0.16,0.01,0.07,0.45
5326,Crash of the Titans,Wii,2007,Oct,02,undefined,Sierra Entertainment  ,Radical Entertainment  ,,9.2,0.39,0.02,,0.03,0.45
5327,Terraria,PS3,2013,Jul,30,undefined,505 Games  ,Engine Software  ,,,0.09,0.21,0.09,0.06,0.45
5328,Apocalypse,PS,1998,Oct,31,undefined,Activision  ,Neversoft Entertainment  ,6.7,,0.25,0.17,,0.03,0.45
5329,Fable Anniversary,X360,2014,Feb,04,undefined,Microsoft Studios  ,Lionhead Studios  ,,,0.26,0.15,0.01,0.04,0.45
5330,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Oct,26,undefined,Konami  ,KCEJ  ,,,0.32,0.12,,0.01,0.45
5331,My Fashion Studio,DS,2008,Jun,10,undefined,Ubisoft  ,505 Games  ,,,0.41,0.01,,0.03,0.45
5332,L.A. Noire,NS,2017,Nov,14,undefined,Rockstar Games  ,Team Bondi  ,7.9,8.0,0.21,0.21,,0.04,0.45
5333,The Sims 3: Outdoor Living Stuff,PC,2011,Feb,01,undefined,Electronic Arts  ,EA Redwood Shores  ,,,,0.38,,0.07,0.45
5334,Yakuza Kiwami,PS4,2017,Aug,29,undefined,Sega  ,Sega  ,,,0.13,0.07,0.21,0.04,0.45
5335,World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Dec,13,undefined,Konami  ,Konami  ,,,,,0.45,,0.45
5336,Sphinx and the Cursed Mummy,PS2,2003,Nov,10,undefined,THQ  ,Eurocom Entertainment Software  ,,,0.22,0.17,,0.06,0.45
5337,Fatal Fury 2,SNES,1994,Apr,01,undefined,Takara  ,SNK Corporation  ,,,,,0.45,0.0,0.45
5338,Hatsune Miku: Project Diva Future Tone,PS4,2017,Jan,10,undefined,Sega  ,Sega  ,,,,,,,
5339,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),GBA,2003,Aug,26,undefined,Nintendo  ,Jupiter Corporation  ,,,,,0.44,0.01,0.45
5340,Pokémon Puzzle League,N64,2000,Sep,01,undefined,Nintendo  ,Nintendo Software Technology Corporation  ,,,0.36,0.08,,0.01,0.45
5341,Rampage World Tour,N64,1998,Mar,30,undefined,Midway Games  ,Saffire Corporation  ,,,0.36,0.08,,0.01,0.45
5342,PES 2009: Pro Evolution Soccer,Wii,2009,Mar,17,undefined,Konami  ,Konami  ,8.4,,0.09,0.26,0.05,0.05,0.45
5343,Just Dance 4,PS3,2012,Oct,09,undefined,Ubisoft  ,Ubisoft  ,,,0.26,0.11,,0.08,0.45
5344,Pirates of the Caribbean: At World's End,Wii,2007,May,22,undefined,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,,0.39,0.02,0.01,0.04,0.45
5345,Brunswick Pro Bowling,X360,2010,Dec,07,undefined,Crave Entertainment  ,FarSight Studios  ,,,0.38,0.04,,0.03,0.45
5346,Style Savvy: Styling Star,3DS,2017,Dec,25,undefined,Nintendo  ,syn Sophia  ,8.5,,,0.29,0.14,0.02,0.45
5347,Tekken Advance,GBA,2002,Jan,28,undefined,Namco  ,Eighting / Raizing  ,8.3,,0.32,0.12,,0.01,0.45
5348,Shin Megami Tensei: Persona 3,PS2,2007,Aug,14,undefined,Atlus  ,Atlus Co.  ,8.7,,0.22,0.03,,0.2,0.45
5349,LEGO Rock Band,DS,2009,Nov,03,undefined,Warner Bros. Interactive  ,TT Games / Harmonix Music Systems  ,8.4,,0.32,0.09,,0.04,0.45
5350,Persona,PS,1996,Jan,01,undefined,Atlus  ,Atlus Co.  ,8.1,,,,0.42,0.03,0.45
5351,Sega Rally Revo,X360,2007,Oct,09,undefined,Sega  ,Sega Racing Studio  ,,,0.12,0.28,,0.05,0.45
5352,Hot Wheels: Stunt Track Challenge,GBA,2004,Nov,10,undefined,THQ  ,Climax Group  ,5.3,,0.32,0.12,,0.01,0.45
5353,TNA iMPACT!,X360,2008,Sep,09,undefined,Midway Games  ,Midway Studios Los Angeles  ,6.4,,0.26,0.15,,0.04,0.45
5354,Maze Craze: A Game of Cops 'n Robbers,2600,2078,Jan,01,undefined,Atari  ,Atari  ,,,0.42,0.02,,0.0,0.45
5355,Prey (2017),XOne,2017,May,05,undefined,Bethesda Softworks  ,Arkane Studios  ,,,0.21,0.2,,0.04,0.45
5356,Mobile Suit Gundam,PS,1995,Jun,23,undefined,Bandai  ,Bandai  ,,,,,0.42,0.03,0.45
5357,Bee Movie Game,DS,2007,Oct,30,undefined,Activision  ,Vicarious Visions  ,6.0,,0.41,0.0,,0.03,0.45
5358,"Warhammer 40,000: Space Marine",PS3,2011,Sep,06,undefined,THQ  ,Relic Entertainment  ,7.3,,0.13,0.24,,0.08,0.45
5359,SingStar Take That,PS2,2009,Nov,06,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.06,,0.39,0.45
5360,Kane & Lynch 2: Dog Days,PC,2010,Aug,17,undefined,Square Enix  ,IO Interactive  ,6.5,,,0.06,,0.01,0.07
5361,Final Fantasy Collection,PS,1999,Mar,11,undefined,Square  ,TOSE  ,,,,,0.42,0.03,0.45
5362,Disney Sing It! High School Musical 3: Senior Year,PS2,2009,Feb,17,undefined,Disney Interactive Studios  ,Zoe Mode  ,,,0.09,0.02,,0.34,0.45
5363,Tales of Zestiria,PS4,2015,Oct,20,undefined,Namco Bandai Games  ,Namco Bandai Games  ,,,0.18,0.16,0.04,0.07,0.45
5364,Samurai Warriors: Xtreme Legends,PS2,2004,Nov,09,undefined,KOEI  ,Omega Force  ,,,0.04,0.03,0.36,0.01,0.45
5365,NHL FaceOff,PS,1995,Jan,01,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.25,0.17,,0.03,0.45
5366,WWE WrestleMania 21,XB,2005,Apr,20,undefined,THQ  ,Studio Gigante  ,,,0.34,0.1,,0.02,0.45
5367,Skylanders: Trap Team,XOne,2014,Oct,05,undefined,Activision  ,Toys for Bob  ,,,0.34,0.07,,0.04,0.45
5368,NBA Live 2005,GC,2004,Sep,28,undefined,EA Sports  ,EA Canada  ,8.5,,0.35,0.09,,0.01,0.45
5369,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Mar,13,undefined,Namco Bandai Games  ,CyberConnect2  ,,,0.26,0.14,0.01,0.04,0.45
5370,Disney Guilty Party,Wii,2010,Aug,31,undefined,Disney Interactive Studios  ,Wideload Games  ,,,0.42,,,0.03,0.45
5371,NBA Live 10,X360,2009,Oct,06,undefined,EA Sports  ,EA Canada  ,,,0.4,0.02,,0.03,0.45
5372,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Nov,09,undefined,Electronic Arts  ,EA Bright Light  ,,,0.21,0.2,,0.04,0.45
5373,Defender II,2600,1988,Jan,01,undefined,Atari  ,"Williams Electronic Games, Inc.  ",,,0.42,0.02,,0.0,0.45
5374,F.E.A.R. 3,X360,2011,Jun,21,undefined,Warner Bros. Interactive  ,Day 1 Studios  ,7.8,,0.3,0.11,0.01,0.04,0.45
5375,WWE Day of Reckoning,GC,2004,Aug,30,undefined,THQ  ,Yuke's Future Media Creators  ,8.1,,0.35,0.09,,0.01,0.45
5376,Worms: Open Warfare 2,PSP,2007,Sep,04,undefined,THQ  ,Team17 Software / Two Tribes  ,8.1,,0.04,0.27,,0.14,0.45
5377,ATV Quad Power Racing 2,XB,2003,Jan,21,undefined,Acclaim Entertainment  ,Climax Entertainment  ,,,0.36,0.07,,0.01,0.45
5378,Walt Disney World Quest: Magical Racing Tour,PS,2000,Mar,23,undefined,Eidos Interactive  ,Crystal Dynamics  ,,,0.25,0.17,,0.03,0.45
5379,Skylanders Imaginators,WiiU,2016,Oct,16,undefined,Activision  ,Toys for Bob  ,,,0.19,0.22,,0.04,0.45
5380,Sled Storm,PS2,2002,Mar,11,undefined,EA Sports BIG   ,EA Canada  ,,,0.22,0.17,,0.06,0.45
5381,Unepic,PC,2011,Sep,30,undefined,Unknown  ,@unepic_fran  ,,,,,,,
5382,Vandal Hearts,PS,1997,Mar,27,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,7.7,,0.14,0.09,0.19,0.03,0.45
5383,Virtua Tennis 4,PS3,2011,May,10,undefined,Sega  ,Sega-AM2  ,6.4,,0.09,0.24,0.03,0.08,0.45
5384,ibb and obb,PC,2014,May,26,undefined,Zen Studios  ,Unknown  ,,,,,,,
5385,Jawbreaker,2600,1982,Jan,01,undefined,Tigervision  ,Tigervision  ,,,0.42,0.03,,0.0,0.45
5386,DmC Devil May Cry,X360,2013,Jan,15,undefined,Capcom  ,Ninja Theory  ,,,0.27,0.13,0.01,0.04,0.45
5387,Celebrity Sports Showdown,Wii,2008,Oct,20,undefined,Electronic Arts  ,Electronic Arts  ,,,0.18,0.22,,0.05,0.45
5388,Scooby-Doo! Mystery Mayhem,PS2,2004,Mar,02,undefined,THQ  ,Artificial Mind and Movement  ,,,0.22,0.17,,0.06,0.45
5389,Mario Golf: Advance Tour,GBA,2004,Jun,22,undefined,Nintendo  ,Camelot Software Planning  ,,,0.32,0.12,,0.01,0.45
5390,Star Ocean 5: Integrity and Faithlessness,PS4,2016,Jun,28,undefined,Square Enix  ,tri-Ace  ,,,0.1,0.13,0.16,0.05,0.45
5391,Sid Meier's Civilization Revolution,DS,2008,Jul,08,undefined,2K Games  ,Firaxis  ,8.2,7.6,0.37,0.03,0.02,0.03,0.45
5392,Silent Hill: Homecoming,X360,2008,Sep,30,undefined,Konami  ,Double Helix Games  ,7.6,,0.25,0.15,,0.04,0.45
5393,Discovery Kids: Kitten Corner,DS,2009,Mar,26,undefined,505 Games  ,505 Games  ,,,0.42,,,0.03,0.45
5394,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Feb,16,undefined,Sony Computer Entertainment  ,Slant Six Games  ,7.5,,0.17,0.13,0.06,0.09,0.45
5395,Rock Band Country Track Pack,Wii,2009,Jul,21,undefined,MTV Games  ,Harmonix Music Systems  ,,,0.41,,,0.03,0.44
5396,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Jun,14,undefined,Activision  ,Behaviour Interactive Inc.  ,,,0.32,0.08,,0.04,0.44
5397,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Oct,26,undefined,Konami  ,Konami  ,,,0.22,0.17,,0.06,0.44
5398,Dragon Ball FighterZ,PC,2018,Jan,26,undefined,Namco Bandai Games  ,Arc System Works  ,,,,,,,
5399,Major League Baseball 2K6,PS2,2006,Apr,03,undefined,2K Sports  ,Kush Games  ,7.3,,0.37,0.01,,0.06,0.44
5400,Jampack Volume 13 (RP-M),PS2,2005,Oct,18,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.37,0.01,,0.06,0.44
5401,World Soccer Winning Eleven 9,XB,2006,Feb,07,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.06,0.33,0.02,0.03,0.44
